Job Id,Experience,Qualifications,Salary Range,location,Country,latitude,longitude,Work Type,Company Size,Job Posting Date,Preference,Contact Person,Contact,Job Title,Role,Job Portal,Job Description,Benefits,skills,Responsibilities,Company,Company Profile
66879792276918,1 to 8 Years,B.Tech,$58K-$129K,Tunis,Tunisia,33.8869,9.5375,Contract,133792,2022-11-04,Both,Krista Choi,721-665-5904,Marketing Manager,Product Marketing Manager,USAJOBS,"Product Marketing Managers promote and market products or services. They create marketing strategies, conduct market research, develop messaging, and collaborate with cross-functional teams to launch and promote products effectively in the market.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",Product positioning and messaging Market research and analysis Product launch planning Competitive analysis Marketing collateral creation Pricing strategies Cross-functional collaboration,"Promote specific products or services through marketing plans, product messaging, and collaboration with sales teams. Conduct market research and competitor analysis. Create product launch plans.",Kroger,"{""Sector"":""Retail"",""Industry"":""Food and Drug Stores"",""City"":""Cincinnati"",""State"":""Ohio"",""Zip"":""45202"",""Website"":""www.thekrogerco.com"",""Ticker"":""KR"",""CEO"":""Rodney Mcmullen""}"
1801490479475084,3 to 15 Years,MBA,$64K-$115K,Budapest,Hungary,47.1625,19.5033,Intern,130952,2022-12-26,Female,Sharon Hansen,394.230.2719,Data Entry Clerk,Administrative Assistant,Monster,"An Administrative Assistant provides administrative support to the organization, including scheduling, document management, and assisting in day-to-day operations.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Office management Administrative tasks Communication and organization,"Provide administrative support, such as managing documents and organizing files. Assist with office tasks and coordinate schedules. Handle phone calls and correspondence.",ITC Limited,"{""Sector"":""Consumer Goods"",""Industry"":""Conglomerate"",""City"":""Kolkata"",""State"":""West Bengal"",""Zip"":""700071"",""Website"":""www.itcportal.com"",""Ticker"":""ITC"",""CEO"":""Sanjiv Puri""}"
1115564708659245,4 to 15 Years,BA,$58K-$128K,Port Vila,Vanuatu,-15.3767,166.9592,Intern,61213,2021-11-25,Male,William Bennett,+1-726-565-7386,Quality Assurance Analyst,Quality Assurance Manager,Internships.com,"Quality Assurance Managers lead quality assurance teams, ensuring that products or services meet established quality standards. They develop QA processes, set quality goals, and monitor compliance to maintain quality excellence.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Quality assurance processes and methodologies Quality metrics and KPIs Audit and compliance Team leadership and management Continuous improvement initiatives,"Lead the QA team, set quality standards, and define QA strategies. Ensure compliance with QA processes and industry standards. Conduct QA audits and drive process improvements.",Unilever,"{""Sector"":""Consumer Goods"",""Industry"":""Consumer Goods"",""City"":""London/Rotterdam"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.unilever.com"",""Ticker"":""UL"",""CEO"":""Alan Jope""}"
2639193524622832,1 to 8 Years,M.Tech,$63K-$118K,Douglas,Isle of Man,54.2361,-4.5481,Part-Time,87940,2022-12-23,Both,Brandon Martinez,972-420-4067x5917,Market Research Analyst,Market Research Coordinator,FlexJobs,"A Market Research Coordinator supports market research initiatives by organizing and managing research projects, data collection, and analysis efforts.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Market research coordination Survey design and administration Data analysis,"Coordinate research projects, including participant recruitment and data collection. Collaborate with research teams and ensure project timelines are met. Maintain research databases and records.",Westpac Banking Corporation,"{""Sector"":""Banking"",""Industry"":""Banking/Financial Services"",""City"":""Sydney"",""State"":""NSW"",""Zip"":""2000"",""Website"":""https://www.westpac.com.au/"",""Ticker"":""WBC"",""CEO"":""Peter King""}"
2502370343525792,3 to 9 Years,BCA,$55K-$81K,Rome,Italy,41.8719,12.5674,Part-Time,129996,2023-09-02,Both,Anita Pena,+1-402-384-1895,Environmental Consultant,Environmental Impact Analyst,Internships.com,"Environmental Impact Analysts assess the environmental consequences of projects or activities. They conduct studies, analyze data, and provide recommendations to minimize adverse environmental effects and promote sustainable practices.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Environmental impact analysis Data collection and analysis Environmental regulations Reporting GIS (Geographic Information Systems) Technical writing,Assess the environmental impact of projects and developments. Conduct environmental impact assessments (EIAs) and provide mitigation recommendations. Collaborate with project teams and regulators.,Archer Daniels Midland,"{""Sector"":""Food and Agriculture"",""Industry"":""Food Production"",""City"":""Chicago"",""State"":""Illinois"",""Zip"":""60601"",""Website"":""www.adm.com"",""Ticker"":""ADM"",""CEO"":""Juan R. Luciano""}"
1426339843281249,2 to 13 Years,M.Tech,$65K-$126K,Abu Dhabi,UAE,23.4241,53.8478,Temporary,100383,2023-03-11,Male,Jesus Snyder,312.624.0808x287,Software Tester,Quality Assurance Analyst,The Muse,"A Quality Assurance Analyst tests software and products to ensure they meet quality standards. They identify defects, report issues, and work with development teams to resolve problems.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}","Quality assurance processes Testing methodologies (e.g., manual, automated) Bug tracking and reporting Test case development Regression testing","Test software applications and systems to identify defects and ensure quality. Create test plans, test cases, and test scripts. Collaborate with development teams to resolve issues.",Carrier Global,"{""Sector"":""HVAC/Industrial"",""Industry"":""Industrial Machinery"",""City"":""Palm Beach Gardens"",""State"":""Florida"",""Zip"":""33418"",""Website"":""www.corporate.carrier.com"",""Ticker"":""CARR"",""CEO"":""David Gitlin""}"
232891848707111,1 to 10 Years,BCA,$59K-$84K,Oranjestad,Aruba,12.5211,-69.9683,Contract,18870,2023-01-27,Both,Janice Jones,+1-365-827-2095x1656,Administrative Assistant,Data Entry Specialist,The Muse,"Accurately input and maintain data in databases or spreadsheets, ensuring data integrity and organization.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}","Data entry accuracy and speed Database software (e.g., Microsoft Access, Excel) Attention to detail Time management Organization Multitasking Keyboarding skills Data verification Problem-solving Communication skills Computer proficiency",Accurately enter and maintain data in databases or spreadsheets. Perform data verification and quality checks. Assist with data analysis and reporting.,Southern,"{""Sector"":""Utilities"",""Industry"":""Utilities: Gas and Electric"",""City"":""Atlanta"",""State"":""Georgia"",""Zip"":""30308"",""Website"":""www.southerncompany.com"",""Ticker"":""SO"",""CEO"":""Christopher C. Womack""}"
562496115987149,1 to 15 Years,BBA,$57K-$98K,Saint George's,Grenada,12.1165,-61.679,Part-Time,18097,2023-02-20,Both,Robin Mcclain,+1-432-756-8979x96216,Civil Engineer,Transportation Engineer,FlexJobs,"A Transportation Engineer plans and designs transportation systems, including roads, highways, and public transit. They aim to improve transportation efficiency and safety.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Transportation engineering Traffic analysis and planning Civil engineering software (e.g., MicroStation, AutoCAD Civil 3D) Roadway design Public transportation knowledge","Plan and design transportation systems, including roads, bridges, and transit systems. Conduct traffic studies and environmental impact assessments. Manage transportation infrastructure projects.",The Walt Disney Company,"{""Sector"":""Entertainment/Media"",""Industry"":""Entertainment"",""City"":""Burbank"",""State"":""CA"",""Zip"":""91521"",""Website"":""https://www.thewaltdisneycompany.com/"",""Ticker"":""DIS"",""CEO"":""Bob Chapek""}"
857989215555191,3 to 11 Years,BA,$58K-$123K,Jakarta,Indonesia,-0.7893,113.9213,Contract,45982,2023-08-27,Both,Ashley Melton,345.204.3594x266,Sales Representative,Inside Sales Representative,Indeed,"Inside Sales Representatives are responsible for selling products or services to customers over the phone or through online channels. They engage with leads, answer customer inquiries, and use persuasive communication to close sales and meet revenue targets.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Sales prospecting and lead generation Sales presentation and communication CRM software (e.g., Salesforce) Sales negotiation and closing techniques Product knowledge Relationship building","Identify and qualify sales leads, conduct sales presentations, and close deals through phone and email. Maintain accurate sales records and reports. Provide excellent customer service throughout the sales process.",Baker Hughes,"{""Sector"":""Energy"",""Industry"":""Oil and Gas Equipment, Services"",""City"":""Houston"",""State"":""Texas"",""Zip"":""77073"",""Website"":""www.bakerhughes.com"",""Ticker"":""BKR"",""CEO"":""Lorenzo Simonelli""}"
1840472006295844,0 to 10 Years,BA,$63K-$122K,Guatemala City,Guatemala,15.7835,-90.2308,Full-Time,81576,2022-01-16,Both,Lori White,490.413.3419,Supply Chain Manager,Demand Planner,FlexJobs,A Demand Planner analyzes historical sales data to forecast future demand for products. They work to optimize inventory levels and ensure product availability while minimizing costs.,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Demand forecasting Inventory management Data analysis Sales and operations planning (S&OP) ERP software proficiency,Analyze demand patterns and market trends to forecast product demand. Collaborate with production and sales teams to optimize inventory levels. Implement demand planning and forecasting tools.,Reliance Industries Limited,"{""Sector"":""Conglomerate"",""Industry"":""Conglomerate"",""City"":""Mumbai"",""State"":""Maharashtra"",""Zip"":""400021"",""Website"":""www.ril.com"",""Ticker"":""RIL"",""CEO"":""Mukesh Ambani""}"
2599152332801097,5 to 15 Years,B.Tech,$58K-$90K,Sarajevo,Bosnia and Herzegovina,43.9159,17.6791,Part-Time,24791,2021-09-23,Both,Tracy Patton,001-810-512-5160x955,Civil Engineer,Structural Engineer,Jobs2Careers,"A Structural Engineer designs and analyzes the structural integrity of buildings, bridges, and other structures. They ensure safety and compliance with engineering standards.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","Structural engineering principles Structural analysis and design software (e.g., AutoCAD, SAP2000) Building codes and standards Project management Structural integrity assessment",Design and analyze structural components and systems for buildings and infrastructure projects. Ensure structural safety and compliance with codes and standards. Collaborate with architects and contractors.,Casey's General Stores,"{""Sector"":""Retail"",""Industry"":""Specialty Retailers: Other"",""City"":""Ankeny"",""State"":""Iowa"",""Zip"":""50021"",""Website"":""www.caseys.com"",""Ticker"":""CASY"",""CEO"":""Darren Rebelez""}"
266879388749200,3 to 9 Years,MCA,$63K-$126K,Apia,American Samoa,-14.271,-170.1322,Contract,103773,2023-06-07,Male,Karen West,001-471-449-4680x71515,Systems Administrator,Database Administrator,Internships.com,"Database Administrators manage databases, ensuring data integrity, security, and efficient performance. They design, implement, and maintain databases while troubleshooting issues.","{'Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts'}","Database management systems (e.g., MySQL, Oracle, SQL Server) Data security Database tuning and optimization Backup and recovery","Administer and optimize databases, ensuring data availability and performance. Backup and restore databases. Implement database security and access controls.",The Clorox Company,"{""Sector"":""Consumer Goods/Homecare"",""Industry"":""Consumer Products - Cleaning Products"",""City"":""Oakland"",""State"":""CA"",""Zip"":""94612"",""Website"":""https://www.thecloroxcompany.com/"",""Ticker"":""CLX"",""CEO"":""Linda Rendle""}"
563032326635310,5 to 14 Years,B.Tech,$60K-$119K,Papeete,French Polynesia,-17.6797,-149.4068,Temporary,132085,2022-02-05,Male,Eric Patrick,001-603-992-9114,Business Development Manager,Sales Manager,FlexJobs,"A Sales Manager leads and guides the sales team, sets sales targets, develops sales strategies, and monitors performance to achieve revenue and growth objectives.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Sales management Sales strategy development Team leadership,"Lead and manage a sales team, set sales goals, and develop sales strategies. Identify new business opportunities and target markets. Build and maintain client relationships.",Ford Motor Company,"{""Sector"":""Automotive"",""Industry"":""Automotive"",""City"":""Dearborn"",""State"":""MI"",""Zip"":""48126"",""Website"":""https://www.ford.com/"",""Ticker"":""F"",""CEO"":""Jim Farley""}"
1441082663334239,0 to 10 Years,MCA,$62K-$125K,BogotÃ¡,Colombia,4.5709,-74.2973,Temporary,111697,2021-11-29,Both,Chris Woods,(475)777-2358,Architect,Architectural Designer,Jobs2Careers,"Architectural Designers create architectural plans and designs for buildings and structures, considering aesthetics, functionality, and safety standards.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}","Architectural design software (e.g., AutoCAD, Revit) Building codes and regulations 3D modeling Visualization Sustainable design",Design architectural plans and layouts for buildings and structures. Create detailed drawings and blueprints. Ensure designs comply with building codes and regulations.,The Kraft Heinz Company,"{""Sector"":""Food and Beverage"",""Industry"":""Food Manufacturing"",""City"":""Chicago"",""State"":""IL"",""Zip"":""60601"",""Website"":""https://www.kraftheinzcompany.com/"",""Ticker"":""KHC"",""CEO"":""Miguel Patricio""}"
1383668968885963,3 to 10 Years,MBA,$55K-$119K,Dublin,Ireland,53.1424,-7.6921,Full-Time,114574,2023-02-12,Male,Julie Randall,+1-666-448-9456x329,Business Development Manager,Market Expansion Manager,Jobs2Careers,"A Market Expansion Manager strategizes and executes plans to expand the companys presence in new markets, identifying growth opportunities and optimizing market penetration.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Market expansion strategies Market research Sales planning and execution,Develop and execute plans to expand market presence and reach new customers. Conduct market research and competitor analysis. Evaluate market trends and opportunities.,Continental AG,"{""Sector"":""Automotive"",""Industry"":""Automotive"",""City"":""Hanover"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.continental-corporation.com"",""Ticker"":""CON"",""CEO"":""Nikolai Setzer""}"
1291920446633595,0 to 9 Years,BBA,$57K-$122K,Copenhagen,Denmark,56.2639,9.5018,Temporary,126754,2021-10-19,Male,Anthony Gonzalez,9569904704,Speech Therapist,Adult Speech Therapist,Indeed,Adult Speech Therapists work with adults to address speech and language disorders. They provide therapy and support to improve communication and enhance quality of life.,"{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Adult speech therapy Speech-language assessment Rehabilitation techniques Swallowing disorders Communication skills,"Focus on speech and language therapy for adults with communication challenges. Address speech disorders, aphasia, and swallowing difficulties. Customize therapy plans for individual needs.",Britannia Industries,"{""Sector"":""Food & Beverages"",""Industry"":""Food and Beverage"",""City"":""Kolkata"",""State"":""West Bengal"",""Zip"":""700071"",""Website"":""https://www.britannia.co.in/"",""Ticker"":""BRITANNIA"",""CEO"":""Varun Berry""}"
766990918071197,2 to 15 Years,BBA,$56K-$87K,Singapore,Singapore,1.3521,103.8198,Full-Time,83862,2022-11-07,Both,Tara Hoffman,001-741-671-2903x20788,Web Developer,Full-Stack Developer,Jobs2Careers,"Full-Stack Developers are skilled in both frontend and backend development. They can work on all aspects of web application development, from creating user interfaces to designing databases and server infrastructure, providing end-to-end solutions.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Frontend and backend development Database integration Problem-solving API knowledge,"Work on both frontend and backend aspects, creating full-stack solutions for web development. Integrate third-party APIs and services. Troubleshoot and debug web applications.",Cummins,"{""Sector"":""Industrial"",""Industry"":""Industrial Machinery"",""City"":""Columbus"",""State"":""Indiana"",""Zip"":""47201"",""Website"":""www.cummins.com"",""Ticker"":""CMI"",""CEO"":""Jennifer Rumsey""}"
489107474271708,4 to 9 Years,PhD,$65K-$102K,Abu Dhabi,UAE,23.4241,53.8478,Full-Time,19370,2023-05-05,Female,Jasmine Hampton,001-596-317-0138x240,Brand Manager,Brand Strategist,The Muse,A Brand Strategist develops strategies to build and strengthen a companys brand identity. They research market trends and consumer preferences to guide branding decisions.,"{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}",Brand strategy development Market research and analysis Competitive analysis Brand positioning and messaging Creative direction and collaboration,"Develop brand strategies, positioning, and messaging to drive brand awareness and loyalty. Conduct market research and competitor analysis. Collaborate with creative teams on branding materials.",The Kraft Heinz Company,"{""Sector"":""Food and Beverage"",""Industry"":""Food Manufacturing"",""City"":""Chicago"",""State"":""IL"",""Zip"":""60601"",""Website"":""https://www.kraftheinzcompany.com/"",""Ticker"":""KHC"",""CEO"":""Miguel Patricio""}"
2828247805840851,5 to 14 Years,MCA,$64K-$130K,Belmopan,Belize,17.1899,-88.4976,Intern,43166,2022-04-23,Female,Misty Martinez,380.691.3619x02555,Registered Nurse,Staff Nurse,Idealist,"A Staff Nurse provides patient care, administers medications, and collaborates with healthcare teams to ensure the well-being of patients in clinical settings.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Nursing care Patient assessment Medical knowledge,"Provide direct patient care, including assessments, medication administration, and wound care. Monitor patient conditions and vital signs. Collaborate with healthcare teams to develop care plans.","Revlon, Inc.","{""Sector"":""Beauty/Cosmetics"",""Industry"":""Consumer Products - Cosmetics"",""City"":""New York"",""State"":""NY"",""Zip"":""10017"",""Website"":""https://www.revlon.com/"",""Ticker"":""REV"",""CEO"":""Debra G. Perelman""}"
3000004678576050,4 to 13 Years,M.Tech,$63K-$93K,Tunis,Tunisia,33.8869,9.5375,Contract,58789,2022-11-05,Female,Krystal Shelton,(808)688-1767x2205,Nurse Practitioner,Acute Care Nurse Practitioner,FlexJobs,"Acute Care Nurse Practitioners focus on managing acute and critical medical conditions, often working in hospitals or emergency care settings.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",Acute care nursing Emergency medicine Critical care Diagnostic tests Treatment planning,"Specialize in acute care settings, managing complex medical conditions and critical illnesses. Collaborate with healthcare teams in hospital settings. Make critical medical decisions and interventions.",Wells Fargo,"{""Sector"":""Financial Services"",""Industry"":""Commercial Banks"",""City"":""San Francisco"",""State"":""California"",""Zip"":""94104"",""Website"":""www.wellsfargo.com"",""Ticker"":""WFC"",""CEO"":""Charles W. Scharf""}"
447410138591378,1 to 12 Years,M.Tech,$59K-$106K,San Salvador,El Salvador,13.7942,-88.8965,Part-Time,31246,2023-01-20,Male,Diana Mcknight,001-229-933-9543,Art Teacher,Fine Arts Instructor,SimplyHired,"A Fine Arts Instructor teaches various forms of fine arts, such as painting, sculpture, or drawing, to students, guiding them in developing their artistic skills and creativity.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Artistic skills Teaching ability Communication skills Art history knowledge Creativity,"Teach fine arts, including drawing, painting, and sculpture, to students of all ages. Develop and execute art lesson plans. Foster creativity and artistic expression.",HCA Healthcare,"{""Sector"":""Healthcare"",""Industry"":""Health Care: Medical Facilities"",""City"":""Nashville"",""State"":""Tennessee"",""Zip"":""37203"",""Website"":""www.hcahealthcare.com"",""Ticker"":""HCA"",""CEO"":""Samuel N. Hazen""}"
1713864636469080,2 to 11 Years,MBA,$65K-$88K,Canberra,Australia,-25.2744,133.7751,Intern,93828,2022-12-17,Both,Evan Davis,657-285-9319x9772,Public Relations Specialist,Crisis Communication Manager,Internships.com,"Crisis Communication Managers develop strategies to manage and respond to crises, maintaining the organizations reputation during challenging times.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",Crisis communication planning Crisis response Media relations Reputation management Stakeholder communication,Develop crisis communication plans and strategies for handling PR crises. Respond to crises and manage public perception and reputation. Provide media training for spokespersons.,Williams-Sonoma,"{""Sector"":""Retail"",""Industry"":""Specialty Retailers: Other"",""City"":""San Francisco"",""State"":""California"",""Zip"":""94109"",""Website"":""www.williams-sonomainc.com"",""Ticker"":""WSM"",""CEO"":""Laura J. Alber""}"
2188294099247282,4 to 10 Years,B.Com,$57K-$81K,Paris,France,46.603354,1.888334,Intern,42324,2022-02-15,Female,Colton Keller,+1-517-273-1160x2168,Event Planner,Wedding Planner,USAJOBS,"Wedding Planners specialize in organizing weddings, assisting couples with every aspect of wedding planning, from venue selection to catering and decor.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Wedding planning Venue selection Catering and menu planning Floral and decor design Wedding etiquette,"Specialize in wedding planning, assisting couples in creating their dream weddings. Select and manage vendors, plan ceremonies, and handle wedding day coordination. Provide creative and budget-conscious solutions.",Hershey,"{""Sector"":""Food & Confectionery"",""Industry"":""Food Consumer Products"",""City"":""Hershey"",""State"":""Pennsylvania"",""Zip"":""17033"",""Website"":""www.thehersheycompany.com"",""Ticker"":""HSY"",""CEO"":""Michele G. Buck""}"
2680548407470006,2 to 9 Years,BA,$55K-$104K,Chisinau,Moldova,47.4116,28.3699,Part-Time,90960,2023-03-24,Female,Louis Stone,+1-944-444-1005x885,Registered Nurse,Clinical Nurse Specialist,Jobs2Careers,"A Clinical Nurse Specialist is an advanced practice nurse who specializes in specific patient populations or clinical areas, providing expert care and contributing to improved patient outcomes.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}","Clinical nursing specialization (e.g., critical care, oncology) Advanced nursing skills Patient education","Specialize in a specific area of patient care, such as pediatrics or oncology. Provide expert clinical guidance and education to healthcare staff. Contribute to evidence-based practice and quality improvement.",GlaxoSmithKline,"{""Sector"":""Pharmaceuticals"",""Industry"":""Pharmaceuticals"",""City"":""London"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.gsk.com"",""Ticker"":""GSK"",""CEO"":""Emma Walmsley""}"
2510063406569278,4 to 14 Years,B.Tech,$62K-$127K,Conakry,Guinea,9.9456,-9.6966,Intern,18803,2022-07-19,Both,Paige Montoya,546-703-1782x59404,Software Engineer,Frontend Developer,FlexJobs,"A Frontend Developer is responsible for designing and implementing user interfaces for web applications. They collaborate with designers to create visually appealing and responsive web pages, ensuring a seamless user experience across different devices and browsers.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}","Proficiency in HTML, CSS, and JavaScript Experience with frontend frameworks like React, Angular, or Vue.js Responsive web design Cross-browser compatibility Version control (e.g., Git) Frontend performance optimization","Design and implement user interfaces for web applications using HTML, CSS, and JavaScript. Collaborate with UX designers to ensure a user-friendly experience. Optimize applications for speed and responsiveness.",Torrent Pharmaceuticals,"{""Sector"":""Pharmaceuticals"",""Industry"":""Pharmaceuticals"",""City"":""Ahmedabad"",""State"":""GJ"",""Zip"":""380 009"",""Website"":""www.torrentpharma.com"",""Ticker"":""TORNTPHARM"",""CEO"":""Samir Mehta""}"
2497631975720600,4 to 9 Years,PhD,$64K-$127K,Pristina,Kosovo,42.6026,20.903,Contract,12983,2022-04-06,Female,Karen Craig,+1-855-870-0100x9851,UX/UI Designer,User Experience Designer,Jobs2Careers,"User Experience Designers create intuitive and user-friendly digital interfaces. They conduct user research, design prototypes, and work to enhance the overall user experience of websites and applications.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}","User-centered design principles UX/UI design tools (e.g., Sketch, Adobe XD) Wireframing and prototyping Usability testing and user research Information architecture and user flows",Design and improve user experiences (UX) by creating intuitive and user-friendly interfaces for websites and applications. Conduct user research and usability testing. Collaborate with stakeholders to gather and incorporate feedback.,Tyson Foods,"{""Sector"":""Food and Beverage"",""Industry"":""Food Production"",""City"":""Springdale"",""State"":""Arkansas"",""Zip"":""72762"",""Website"":""www.tysonfoods.com"",""Ticker"":""TSN"",""CEO"":""Donnie D. King""}"
626044006447695,4 to 8 Years,M.Tech,$60K-$104K,Kyiv (also known as Kiev),Ukraine,48.3794,31.1656,Part-Time,133807,2021-12-09,Both,Anthony George,+1-743-932-9115x356,Mechanical Engineer,Mechanical Design Engineer,FlexJobs,"Mechanical Design Engineers create and develop mechanical systems and components, from concept to manufacturing, ensuring functionality and safety.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}","Mechanical engineering CAD software (e.g., SolidWorks, AutoCAD) Finite element analysis Product development Prototyping","Design mechanical systems, components, and products. Create 3D models and detailed engineering drawings. Perform structural and thermal analyses.",CHS,"{""Sector"":""Agriculture"",""Industry"":""Food Production"",""City"":""Inver Grove Heights"",""State"":""Minnesota"",""Zip"":""55077"",""Website"":""www.chsinc.com"",""Ticker"":"""",""CEO"":""Jay D. Debertin""}"
401560922349533,5 to 12 Years,PhD,$57K-$125K,New Delhi,India,20.5937,78.9629,Full-Time,42159,2022-09-28,Female,Samantha Ramirez,635.430.4890,Account Executive,Sales Account Executive,Internships.com,"A Sales Account Executive is responsible for acquiring and managing business accounts. They identify sales opportunities, negotiate contracts, and meet revenue targets.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Sales strategies and tactics Account management Relationship building Sales forecasting Industry and product knowledge,Identify and pursue sales opportunities with new and existing clients. Build and maintain client relationships. Meet or exceed sales targets and quotas.,GlaxoSmithKline,"{""Sector"":""Pharmaceuticals"",""Industry"":""Pharmaceuticals"",""City"":""London"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.gsk.com"",""Ticker"":""GSK"",""CEO"":""Emma Walmsley""}"
237968769066907,2 to 8 Years,MCA,$65K-$116K,Bern,Switzerland,46.8182,8.2275,Intern,91524,2023-03-06,Female,Nicole Hickman,001-659-538-6750x347,Interior Designer,Hospitality Interior Designer,FlexJobs,"A Hospitality Interior Designer specializes in creating inviting and functional interiors for hotels, restaurants, and other hospitality establishments.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}","Hospitality interior design Hotel and restaurant design Branding and theme integration FF&E (furniture, fixtures, and equipment) selection Customer experience design","Specialize in designing interiors for hotels, resorts, and hospitality establishments. Create guest-friendly and visually appealing environments. Select furnishings and decor to enhance the guest experience.",Fuchs Petrolub SE,"{""Sector"":""Lubricants"",""Industry"":""Chemicals"",""City"":""Mannheim"",""State"":""Baden-W rttemberg"",""Zip"":""68165"",""Website"":""https://www.fuchs.com/group/"",""Ticker"":""FPE"",""CEO"":""Stefan Fuchs""}"
1332681006996978,4 to 8 Years,MBA,$65K-$121K,Sanaa,Yemen,15.5527,48.5164,Part-Time,15528,2023-05-09,Female,Christopher Mcmillan,4426876296,Human Resources Manager,HR Generalist,ZipRecruiter,"HR Generalists handle various HR functions, including recruitment, employee relations, benefits administration, and HR compliance. They serve as a resource for employees and management, ensuring HR policies and practices align with organizational goals and legal requirements.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}",HR policies and procedures Employee relations Recruitment Communication skills,"Oversee various HR functions, including recruitment, benefits administration, and employee relations. Develop and implement HR policies and procedures. Handle employee inquiries and concerns.",Hess,"{""Sector"":""Energy"",""Industry"":""Mining, Crude-Oil Production"",""City"":""New York"",""State"":""New York"",""Zip"":""10036"",""Website"":""www.hess.com"",""Ticker"":""HES"",""CEO"":""John B. Hess""}"
340716003792218,1 to 12 Years,B.Com,$61K-$106K,Paramaribo,Suriname,3.9193,-56.0278,Contract,61963,2023-06-08,Male,Justin Perkins,001-771-427-0080,Teacher,Classroom Teacher,CareerBuilder,"A Classroom Teacher educates students in a specific subject or grade level. They create lesson plans, deliver instruction, assess student progress, and foster a positive learning environment.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}",Teaching pedagogy Classroom management Curriculum development Student assessment Differentiated instruction,"Plan and deliver engaging lessons, adapting teaching methods to student needs. Assess student progress and provide feedback. Create a positive and inclusive classroom environment.",Farmers Insurance Exchange,"{""Sector"":""Insurance"",""Industry"":""Insurance: Property and Casualty (Mutual)"",""City"":""Woodland Hills"",""State"":""California"",""Zip"":""91367"",""Website"":""www.farmers.com"",""Ticker"":"""",""CEO"":""Raul Vargas""}"
